ID,"Parent Product ID","WPML Translation ID","WPML Language Code",Title,Content,Excerpt,Sku,"Regular Price","Sale Price","Stock Status",Stock,Tags,Category,"SEO title","SEO Description",visible_roles,invisible_roles,"Tax Class","Tax Status","Superdaycare Price","Daycare Price","Daycare Staff Price","Parent Price","Parent Extra Price"
383,0,178,fr,"Dotties Maat 4 +","<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dotties Sensitive diapers Size 4+ (7-20kg) is the healthy diaper at home brand price! </span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dotties Sensitive diapers (30 pieces) contain 0% parabens 0% chlorine 0% dyes 0% lotion 0% perfume No-unwanted additives but 100% comfort and quality. </span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dotties Sensitive diapers are skin-friendly and suitable for a very sensitive baby skin. </span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">They are hypoallergenic, Ph neutral and dermatologically tested. </span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">The diapers are maximally reused. </span></span></span><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">The baby diapers give the sensitive baby skin maximum protection for 12 hours.</span></span></span></span></p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/4-plus/"" rel=""tag"">4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/4/"" rel=""tag"">4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/baby/"" rel=""tag"">baby</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-4-plus/"" rel=""tag"">dotties maat 4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-4/"" rel=""tag"">dotties maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-4-plus/"" rel=""tag"">luiers maat 4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-4/"" rel=""tag"">luiers maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-4-plus/"" rel=""tag"">maat 4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-4/"" rel=""tag"">maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/single-pack/"" rel=""tag"">single pack</a>",luiers_dotties_maat_4_plus,4.54,,instock,167,"4 plus|4+|baby|billen|dotties|dotties maat 4 plus|dotties maat 4+|luier|luiers|luiers maat 4 plus|luiers maat 4+|maat 4 plus|maat 4+|single pack",Soin>Luiers,"Dotties luier maat 4+","Dotties luier maat 4+, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21%VAT,taxable,4,4,4.3,4.54,3.4
385,0,179,en,"Dotties Maat 5","<p>Dotties Sensitive luiers Maat 5 (12-25kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (28 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-5/"" rel=""tag"">dotties maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-vijf/"" rel=""tag"">dotties maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-5/"" rel=""tag"">luiers maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-vijf/"" rel=""tag"">luiers maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-5/"" rel=""tag"">maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-vijf/"" rel=""tag"">maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vijf/"" rel=""tag"">vijf</a>","Luiers Dotties Maat 5",4.54,,instock,143,"billen|dotties|dotties maat 5|dotties maat vijf|luier|luiers|luiers maat 5|luiers maat vijf|maat 5|maat vijf|vijf",Care>Luiers,"Dotties luier maat 5","Dotties luier maat 5, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21%VAT,taxable,4,4,4.3,4.54,3.4
386,0,179,fr,"Dotties Maat 5","<p>Dotties Sensitive luiers Maat 5 (12-25kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (28 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-5/"" rel=""tag"">dotties maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-vijf/"" rel=""tag"">dotties maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-5/"" rel=""tag"">luiers maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-vijf/"" rel=""tag"">luiers maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-5/"" rel=""tag"">maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-vijf/"" rel=""tag"">maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vijf/"" rel=""tag"">vijf</a>","Luiers Dotties Maat 5",4.54,,instock,143,"billen|dotties|dotties maat 5|dotties maat vijf|luier|luiers|luiers maat 5|luiers maat vijf|maat 5|maat vijf|vijf",Soin>Luiers,"Dotties luier maat 5","Dotties luier maat 5, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21%VAT,taxable,4,4,4.3,4.54,3.4
388,0,180,en,"Dotties Maat 6","<p>Dotties Sensitive luiers Maat 6 (15+kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (24 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>",,"Luiers Dotties Maat 6",4.54,,instock,165,,Care>Luiers,"Dotties luier maat 6","Dotties luier maat 6, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21%VAT,taxable,,4,4.3,4.54,3.4
389,0,180,fr,"Dotties Maat 6","<p>Dotties Sensitive luiers Maat 6 (15+kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (24 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>",,"Luiers Dotties Maat 6",4.54,,instock,165,,Soin>Luiers,"Dotties luier maat 6","Dotties luier maat 6, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21%VAT,taxable,,4,4.3,4.54,3.4
469,0,234,nl,"Dotties Maat 3 Volumepack","<p>Dotties Sensitive luiers Maat 3 (4-9kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (4x34 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-3/"" rel=""tag"">dotties maat 3</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-drie/"" rel=""tag"">dotties maat drie</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/drie/"" rel=""tag"">drie</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-3/"" rel=""tag"">luiers maat 3</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-3/"" rel=""tag"">maat 3</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-drie/"" rel=""tag"">maat drie</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volume/"" rel=""tag"">volume</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volumepack/"" rel=""tag"">volumepack</a>","Luiers Dotties Maat 3-1",15.00,,instock,184,"billen|dotties|dotties maat 3|dotties maat drie|drie|luier|luiers|luiers maat 3|maat 3|maat drie|volume|volumepack","Luiers &amp; Verschonen>Luiers","Dotties luier maat 3","Dotties luier maat 3, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21vat,taxable,15,15,15,15,15
471,0,235,nl,"Dotties Maat 4 Volumepack","<p>Dotties Sensitive luiers Maat 4 (7-18kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (4 x 32 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/4/"" rel=""tag"">4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-4/"" rel=""tag"">dotties maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-vier/"" rel=""tag"">dotties maat vier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-4/"" rel=""tag"">luiers maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-vier/"" rel=""tag"">maat vier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vier/"" rel=""tag"">vier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volume/"" rel=""tag"">volume</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volumepack/"" rel=""tag"">volumepack</a>","Luiers Dotties Maat 4-1",15.94,,instock,164,"4+|billen|dotties|dotties maat 4+|dotties maat vier|luier|luiers|luiers maat 4+|maat vier|vier|volume|volumepack","Luiers &amp; Verschonen>Luiers","Dotties luier maat 4","Dotties luier maat 4, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21vat,taxable,15.94,15.94,15.94,15.94,15.94
474,0,236,nl,"Dotties Maat 5 volumepack","<p>Dotties Sensitive luiers Maat 5 (12-25kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (4 x 28 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-5/"" rel=""tag"">dotties maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-vijf/"" rel=""tag"">dotties maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-5/"" rel=""tag"">luiers maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-vijf/"" rel=""tag"">luiers maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-5/"" rel=""tag"">maat 5</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-vijf/"" rel=""tag"">maat vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vijf/"" rel=""tag"">vijf</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volume/"" rel=""tag"">volume</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volumepack/"" rel=""tag"">volumepack</a>","Luiers Dotties Maat 5-1",17.68,,instock,141,"billen|dotties|dotties maat 5|dotties maat vijf|luier|luiers|luiers maat 5|luiers maat vijf|maat 5|maat vijf|vijf|volume|volumepack","Luiers &amp; Verschonen>Luiers","Dotties luier maat 5","Dotties luier maat 5, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21vat,taxable,,17.68,17.68,17.68,17.68
478,0,237,nl,"Dotties Maat 4+ Volumepack","<p>Dotties Sensitive luiers Maat 4+ (7-20kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (4 x 30 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/4-plus/"" rel=""tag"">4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/4/"" rel=""tag"">4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-4-plus/"" rel=""tag"">dotties maat 4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-4/"" rel=""tag"">dotties maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-4-plus/"" rel=""tag"">luiers maat 4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers-maat-4/"" rel=""tag"">luiers maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-4-plus/"" rel=""tag"">maat 4 plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-4/"" rel=""tag"">maat 4+</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/plus/"" rel=""tag"">plus</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volume/"" rel=""tag"">volume</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volumepack/"" rel=""tag"">volumepack</a>","Luiers Dotties Maat 4+-1",17.43,,instock,167,"4 plus|4+|billen|dotties|dotties maat 4 plus|dotties maat 4+|luier|luiers|luiers maat 4 plus|luiers maat 4+|maat 4 plus|maat 4+|plus|volume|volumepack","Luiers &amp; Verschonen>Luiers","Dotties luier maat 4+","Dotties luier maat 4+, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21vat,taxable,,17.43,17.43,17.43,17.43
480,0,238,nl,"Dotties Maat 6 Volumepack","<p>Dotties Sensitive luiers Maat 6 (15+kg) is dé gezonde luier tegen huismerkprijs! Dotties Sensitive luiers (4 x 24 stuks) bevatten 0% parabenen 0% chlorine 0% kleurstoffen 0% lotion 0% parfum Geen onnodige toevoegingen maar wel 100% comfort en kwaliteit. Dotties Sensitive luiers zijn huidvriendelijk en geschikt voor een zeer gevoelige babyhuid. Ze zijn hypoallergeen, Ph neutraal en dermatologisch getest. De luiers zijn gemaakt van zorgvuldig geselecteerde grondstoffen van verantwoorde afkomst en het productieafval wordt maximaal hergebruikt. De babyluiers geven de gevoelige babyhuid maximale bescherming gedurende 12u.</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/6/"" rel=""tag"">6</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/billen/"" rel=""tag"">billen</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties/"" rel=""tag"">dotties</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/dotties-maat-6/"" rel=""tag"">dotties maat 6</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luier/"" rel=""tag"">luier</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/luiers/"" rel=""tag"">luiers</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-6/"" rel=""tag"">maat 6</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/maat-6-luiers-maat-6/"" rel=""tag"">maat 6 luiers maat 6</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volume/"" rel=""tag"">volume</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volumepack/"" rel=""tag"">volumepack</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/zes/"" rel=""tag"">zes</a>","Luiers Dotties Maat 6-1",17.76,,instock,154,"6|billen|dotties|dotties maat 6|luier|luiers|maat 6|maat 6 luiers maat 6|volume|volumepack|zes","Luiers &amp; Verschonen>Luiers","Dotties luier maat 6","Dotties luier maat 6, de gezonde luier aan huismerkprijs",administrator|daycare|parent|staff|parent_extra|superdaycare,,21vat,taxable,,17.76,17.76,17.76,17.76
512,0,250,nl,"Plat Water 6x2l","<p>Product: Plat water, niet bruisend<br />
Extra info: Water is geschikt voor babyvoeding<br />
Formaat: 2l</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/2/"" rel=""tag"">2</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/babyvoeding/"" rel=""tag"">babyvoeding</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/l/"" rel=""tag"">l</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/niet-bruisend/"" rel=""tag"">niet-bruisend</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/plat/"" rel=""tag"">plat</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/water/"" rel=""tag"">water</a>",plat-water-6x2l,2.04,,instock,,2|babyvoeding|l|niet-bruisend|plat|water,Supermarkt>Dranken,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
521,0,259,nl,"Volle melk 1l","<p>Product: Volle melk<br />
Formaat: 1l</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/1/"" rel=""tag"">1</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/babyvoeding/"" rel=""tag"">babyvoeding</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/groeimelk/"" rel=""tag"">groeimelk</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/l/"" rel=""tag"">l</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/melk/"" rel=""tag"">melk</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vol/"" rel=""tag"">vol</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/volle/"" rel=""tag"">volle</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/zuivel/"" rel=""tag"">zuivel</a>",volle-melk-1l,0.67,,instock,,1|babyvoeding|groeimelk|l|melk|vol|volle|zuivel,Supermarkt>Dranken,,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
523,0,266,nl,"Bouillon groenten 12x10g","<p>Product: Bouillon groenten<br />
Formaat: 12x10g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bouillon/"" rel=""tag"">bouillon</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/groente/"" rel=""tag"">groente</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/groenten/"" rel=""tag"">groenten</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vegetarisch/"" rel=""tag"">vegetarisch</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/veggie/"" rel=""tag"">veggie</a>",bouillon-groenten-12x10g,0.37,,instock,,bouillon|groente|groenten|vegetarisch|veggie,"Supermarkt>Smaak/ olie/ toppings",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
526,0,273,nl,"Bouillon vlees 12x10g","<p>Product: Bouillon vlees<br />
Formaat: 12x10g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bouillon/"" rel=""tag"">bouillon</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/vlees/"" rel=""tag"">vlees</a>",bouillon-vlees-12x10g,0.37,,instock,,bouillon|vlees,"Supermarkt>Smaak/ olie/ toppings",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
528,0,275,nl,"Bouillon kip 12x10g","<p>Product: Bouillon kip<br />
Formaat: 12x10g</p>","<a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/bouillon/"" rel=""tag"">bouillon</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kip/"" rel=""tag"">kip</a><a href=""http://dev.thedesignfactory.ro/wingparent_staging/product-tag/kippenbouillon/"" rel=""tag"">kippenbouillon</a>",bouillon-kip-12x10g,0.37,,instock,,bouillon|kip|kippenbouillon,"Supermarkt>Smaak/ olie/ toppings",,,administrator|daycare|superdaycare,guest|editor|author|contributor|subscriber|customer|shop_manager|wpseo_manager|wpseo_editor|parent|staff|parent_extra|translator,6vat,taxable,,,,,
